Missile	Id	Vel	MaxVel	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	Size	CanDestroy	ToHit	AlwaysExplode	Explosion	CanSlow	ReturnFire	GetHit	KnockBack	Trans	Qty	Pierce	Param1	Param1 Comment	Param2	Param2 Comment	SpecialSetup	Open	Beta	Skill	HitShift	SrcDamage	MinDamage	MaxDamage	LevDam1	LevDam2	LevDam3	EType	EMin	Emax	ELev1	ELev2	ELev3	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood
IceJavalinExplode	50	0	0	0	16	0	11	0	81	81	255	0	0	0	IceArrowExplode	16	16	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
PlagueJavelin	51	24	24	0	40	0	0	0	255	255	255	1	0	0	Javelin	1	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	none	0	none	0	1	1	0	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0	6	32	0
PlagueJavlinExplode	52	0	15	0	25	0	0	0	255	255	255	0	0	0	PoisonSmokePuff	26	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	0
AdvLightTrailingJav	53	24	24	0	40	0	0	0	255	255	255	1	0	0	Javelin	1	16	0	0	0	0	3	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	none	0	none	0	1	1	0	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0	6	32	0
AdvLightTrailingJav	54	12	12	0	20	0	3	1	255	255	255	2	0	1	ChargedBolt	10	16	0	1	2	8	3	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	4	Rand Light Radius Add	0	none	0	1	1	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	64	16	0
AdvLightJavExplode	55	12	12	0	20	0	3	1	255	255	255	2	0	1	ChargedBolt	10	16	0	1	2	8	3	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	4	Rand Light Radius Add	0	none	0	1	1	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	64	16	0
SucFireBall	56	18	18	0	50	0	10	0	255	178	64	1	0	1	Fireball	5	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	3	Radius	0	none	0	0	0	47	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	16	0
SucFireBallExplode	57	0	0	0	12	0	13	0	255	178	64	0	0	0	FireArrowExplode2	12	16	5	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
SucFireBallTrail	58	0	0	0	36	0	5	1	255	178	64	0	0	1	groundFiresmall	37	16	0	1	12	36	3	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	0	1	4	Rand Light Radius Add	0	none	0	0	0	225	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	1	0
SucShockFieldMissile	59	30	30	0	25	0	6	1	255	255	255	0	0	1	LightningJavelin	5	16	0	0	0	0	3	1	0	1	1	1	0	0	0	2	1	0	0	0	1	1	1	0	1	1	1	0	none	0	none	0	0	0	20	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	64	16	0
SucShockFieldMissileExp	60	0	0	0	13	0	0	0	0	0	0	0	0	0	teethexplode	13	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
SucShockField	61	0	0	0	36	0	5	1	255	178	64	0	0	0	expansion\FireSpikeExplode	14	16	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
HellFireMissile	62	0	0	0	60	0	0	0	0	0	0	0	0	1	MeteorTail	12	16	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
HellFireExA	63	0	0	0	12	0	0	0	255	255	255	0	0	0	BoneSpiritExplode	13	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
HellFireExB	64	0	0	0	25	0	0	0	255	255	255	0	0	0	DopplezonExplode	25	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Imp Charged Bolt	65	12	12	0	98	0	3	1	255	255	255	1	0	1	ChargedBolt	10	16	0	1	2	8	3	1	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	4	Rand Light Radius Add	0	none	0	0	0	0	0	0	0	0	0	0	0	ltng	10	20	3	3	3	0	0	0	0	0	16	0
Imp Teleport	66	1	15	0	14	0	0	0	255	255	255	0	0	0	expansion\impteleport	13	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Moltenboulder	67	4	4	0	100	0	0	0	255	178	64	0	0	1	expansion\MoltenBoulderRoll	10	16	0	0	0	0	8	1	0	0	1	1	0	0	0	2	0	0	1	0	1	1	1	100	0	0	1	3	explosion radius	0	none	0	0	0	229	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	8	0
MoltenBoulderEmerge	68	3	3	0	5	0	0	0	255	178	64	5	0	0	expansion\MoltenBoulderEmerge	6	16	0	0	0	0	8	0	0	1	1	1	0	0	0	2	0	0	1	0	1	0	0	1	0	0	1	3	explosion radius	0	none	0	0	0	229	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	8	0
MoltenBoulderExplode	69	0	0	0	13	0	0	0	255	178	64	0	0	0	null	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	1	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	1	0
MoltenBoulderFirePath	70	0	0	0	37	0	5	1	255	178	64	0	0	1	groundFireSmall	37	16	0	1	12	36	8	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	0	0	0	2	0	0	0	0	0	0	fire	10	14	6	7	8	0	0	0	0	32	1	0
MoltenBoulder-FlyingRocks	71	0	0	0	16	0	0	0	255	178	64	0	0	1	expansion\MoltenFragmentD	16	16	0	0	0	0	8	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	8	0
FireStorm	72	0	0	0	15	0	5	1	255	178	64	0	0	1	groundFiresmall	37	16	0	1	12	36	3	0	0	0	0	0	1	0	0	2	0	0	0	0	1	1	0	0	1	0	1	4	Rand Light Radius Add	0	none	0	0	0	225	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	1	0
FireStormMaker	73	8	8	0	40	0	0	0	255	255	255	0	0	1	expansion\FirestormEmitter	16	16	0	0	0	0	8	0	0	1	1	1	1	0	0	2	1	0	0	0	1	1	0	0	1	0	1	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
ArcticBlast1	74	12	12	0	30	0	0	0	255	255	255	1	0	0	expansion\ArcticBlastIce	16	16	0	0	0	0	3	0	0	0	2	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	8	"Mana Use, 16ths."	7	Minimum range	0	1	1	230	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	16	0
ArcticBlast2	75	12	12	0	30	0	0	0	255	255	255	1	0	0	expansion\ArcticBlastIce_2	16	16	0	0	0	0	3	0	0	0	2	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	8	"Mana Use, 16ths."	7	Minimum range	0	1	1	230	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	16	0
Erruption Center	76	0	0	0	80	0	0	0	255	255	255	0	0	1	null	2	16	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Erruption Crack 1	77	0	0	0	84	0	5	1	255	178	64	0	0	1	expansion\EruptionCrack	41	16	0	0	0	0	3	0	0	1	1	0	0	1	5	3	0	0	0	0	0	1	0	0	0	0	1	0	none	0	none	0	0	0	234	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	4	0
Erruption Crack 2	78	0	0	0	84	0	5	1	255	178	64	0	0	1	null	2	16	0	0	0	0	3	0	0	1	1	0	0	1	5	3	0	0	0	0	0	1	0	0	0	0	1	0	none	0	none	0	0	0	234	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	1	0
Erruption Smoke 1	79	0	0	0	84	0	0	0	255	255	255	0	0	1	expansion\EruptionSmoke	41	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Erruption Smoke 2	80	0	0	0	84	0	0	0	255	255	255	0	0	1	null	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Vine Beast Walk 1	81	0	0	0	200	0	0	0	255	255	255	0	0	0	expansion\Pod_walk_1	31	16	0	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	1	1	Mana added min	3	Mana added max	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	8	0
Vine Beast Walk 2	82	0	0	0	200	0	0	0	255	255	255	0	0	0	expansion\Pod_walk_2	31	16	0	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	1	1	Mana added min	3	Mana added max	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	8	0
Vine Beast Neutral	83	0	0	0	200	0	0	0	255	255	255	0	0	0	expansion\Pod_neutral_1	31	16	0	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	1	1	Mana added min	3	Mana added max	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	1	0
Vine Beast Attack	84	0	0	0	75	0	0	0	255	255	255	0	0	0	expansion\Pod_attack_1	51	16	0	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	1	1	Mana added min	3	Mana added max	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	4	0
Vine Beast Death	85	0	0	0	51	0	0	0	255	255	255	0	0	0	expansion\Pod_death_1	21	16	0	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	1	1	Mana added min	3	Mana added max	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	4	0
Vines	86	7	7	0	20	0	0	0	255	255	255	0	0	1	null	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	9	Drop Trail delay	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Vines Trail	87	0	0	0	100	25	0	0	255	255	255	0	0	0	Expansion\vines	12	16	0	0	0	0	3	0	0	1	1	0	1	0	0	3	0	0	1	0	1	0	0	0	0	0	1	100	Slow percent	15	Frames	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	8	0
Vines Wither	88	0	0	0	100	0	0	0	255	255	255	0	0	0	Expansion\Vines_Death	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Plague Vines	89	7	7	0	20	0	0	0	255	255	255	0	0	1	null	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	9	Drop Trail delay	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Plague Vines Trail	90	0	0	0	100	25	0	0	255	255	255	0	0	0	Expansion\vines	12	16	0	0	0	0	3	0	0	1	1	1	1	0	0	3	0	0	1	0	1	0	0	0	0	0	1	15	Hit delay	0	none	0	0	0	222	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	8	0
Plague Vines Wither	91	0	0	0	100	0	0	0	255	255	255	0	0	0	Expansion\Vines_Death	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	8	0
Twister	92	10	10	0	50	0	0	0	255	255	255	0	0	1	expansion\twister	40	16	0	1	18	36	3	0	0	0	1	1	0	1	25	2	1	0	0	0	1	1	1	1	1	0	1	0	none	0	none	0	0	0	240	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	4	0
Tornado	93	8	8	0	75	0	0	0	255	255	255	0	0	1	expansion\tornado	40	16	0	1	12	36	3	0	0	1	1	1	0	1	25	3	1	0	0	0	1	1	1	1	1	0	1	0	none	0	none	0	0	0	245	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	1	0
Volcano	94	0	0	0	150	0	0	0	0	0	0	0	0	1	Expansion\volcano_base	30	16	0	1	17	18	3	0	0	0	2	0	1	1	10	3	0	0	0	0	1	0	1	1	0	0	0	0	none	0	none	0	0	0	244	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Volcano Overlay Fire	95	0	0	0	150	0	10	1	255	64	64	0	0	1	Expansion\volcano_Fire	30	16	0	1	6	14	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Volcano Debris 2	96	14	14	0	16	0	0	0	0	0	0	0	0	1	expansion\volcano_rock	15	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Volcano Explosion	97	0	0	0	18	0	0	0	0	0	0	0	0	0	Expansion\rock_lava_explosion	18	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Volcano Small Fire	98	0	0	0	18	0	0	0	0	0	0	0	0	0	Expansion\rock_lava_pool	18	16	0	0	0	0	3	0	0	1	1	0	0	1	5	2	0	0	0	0	1	1	1	0	0	0	1	0	none	0	none	0	0	0	244	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	1	0
DragonBreath Missile	99	12	12	0	15	0	0	0	255	255	255	1	0	1	Expansion\firenova	11	16	0	1	6	7	3	0	0	1	1	1	0	1	4	1	1	0	0	0	1	1	0	0	1	0	1	0	none	0	none	0	0	0	275	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	16	0
LureProjectile	100	12	12	0	50	0	0	0	255	255	255	1	0	0	expansion\FireSpikes	8	16	0	1	0	7	6	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	32	0
LureCenter	101	0	0	0	25	0	3	0	81	81	255	0	0	0	Expansion\LureCloud	26	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	48	4	0
LureCloud	102	0	0	0	25	0	0	0	0	0	0	0	0	0	Expansion\LureCloud	26	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	48	4	0
ImpMiss1	103	10	10	0	80	0	5	0	255	64	64	1	0	1	Expansion\impmissile01	10	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	fire	10	15	4	4	4	0	0	0	0	0	16	0
ImpMiss2	104	12	12	0	80	0	5	0	255	64	64	1	0	1	Expansion\impmissile01	10	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	fire	12	17	4	4	4	0	0	0	0	0	16	0
ImpMiss3	105	14	14	0	80	0	5	0	255	64	64	1	0	1	Expansion\impmissile01	10	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	fire	14	22	4	4	4	0	0	0	0	0	16	0
ImpMiss4	106	16	16	0	80	0	5	0	255	64	64	1	0	1	Expansion\impmissile01	10	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	fire	20	25	4	4	4	0	0	0	0	0	16	0
ImpMiss5	107	20	20	0	80	0	5	0	255	64	64	1	0	1	Expansion\impmissile01	10	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	fire	23	33	5	5	5	0	0	0	0	0	16	0
FrozenHorror ArcticBlast1	108	12	12	0	30	0	0	0	255	255	255	3	0	0	expansion\ArcticBlastIce	16	16	0	0	0	0	3	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	8	"Mana Use, 16ths."	7	Minimum range	0	1	1	0	2	0	0	0	0	0	0	cold	25	50	20	20	20	100	10	10	10	32	16	0
FrozenHorror ArcticBlast2	109	12	12	0	30	0	0	0	255	255	255	3	0	0	expansion\ArcticBlastIce_2	16	16	0	0	0	0	3	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	8	"Mana Use, 16ths."	7	Minimum range	0	1	1	0	2	0	0	0	0	0	0	cold	25	50	20	20	20	100	10	10	10	32	16	0
SentryChargedBolt	110	12	12	0	98	0	3	1	255	255	255	1	0	1	ChargedBolt	10	16	0	1	2	8	3	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	4	Rand Light Radius Add	0	none	0	1	1	261	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	64	16	0
SentrySpikeInAir	111	12	12	0	50	0	0	0	255	255	255	1	0	0	expansion\FireSpikes	8	16	0	1	0	7	6	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	16	0
SentrySpikeOnGround	112	0	0	0	180	60	0	0	255	255	255	0	0	1	expansion\FireSpikesGround	8	16	0	0	0	0	3	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	none	0	none	0	0	0	262	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	16	0
Recycler Delay	113	0	0	0	47	0	0	0	0	0	0	0	0	0	null	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	9	Drop Trail delay	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Recycler Vine	114	0	0	0	60	0	0	0	255	255	255	0	0	0	Expansion\vines	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	100	Slow percent	15	Frames	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	8	0
Recycler Fade	115	0	0	0	100	0	0	0	255	255	255	0	0	0	Expansion\Vines_Death	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Recycler Explosion	116	0	0	0	13	0	5	0	255	178	64	0	0	0	CorpseExplodeGuts	13	16	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	4	1
Death Mauler	117	0	0	0	60	0	0	0	255	255	255	0	30	0	expansion\deathmaulerfingers	8	16	0	0	0	0	3	0	0	1	1	1	1	0	0	2	1	0	1	0	1	0	1	0	0	0	1	0	none	0	none	0	0	0	308	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	16	0
Death Mauler Trail	118	0	0	0	36	0	0	0	255	255	255	0	0	0	expansion\deathmaulermissile	31	16	0	0	0	0	3	0	0	1	1	1	1	0	0	2	1	0	1	0	1	0	0	0	0	0	1	6	spacing	10	Draw delay	0	0	0	308	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	16	0
Death Mauler Trail Fade	119	0	0	0	36	0	0	0	255	255	255	0	0	0	expansion\deathmaulerfadeout	31	16	0	0	0	0	3	0	0	1	1	1	1	0	0	2	1	0	1	0	1	0	0	0	0	0	1	6	spacing	10	Draw delay	0	0	0	308	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	16	0
BladeFury1	120	14	14	0	22	0	0	0	0	0	0	1	0	0	null	1	16	0	0	0	0	3	1	0	0	1	1	0	0	0	2	1	0	1	0	1	1	1	0	0	0	0	0	none	0	none	0	0	0	266	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	10	1	0
BladeFragment1	121	18	18	0	40	0	0	0	0	0	0	1	1	1	Expansion\bladefury	7	16	0	0	0	0	3	1	0	0	1	1	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	none	0	none	0	0	0	266	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	10	1	0
BladeFury2	122	14	14	0	22	0	0	0	0	0	0	1	0	0	null	1	16	0	0	0	0	3	1	0	0	1	1	0	0	0	2	1	0	1	0	1	1	1	0	0	0	0	0	none	0	none	0	0	0	266	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	10	1	0
BladeFragment2	123	18	18	0	33	0	0	0	0	0	0	1	1	1	Expansion\bladefury_B	7	32	0	0	0	0	3	1	0	0	1	1	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	none	0	none	0	0	0	266	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	10	1	0
BladeFury3	124	14	14	0	22	0	0	0	0	0	0	1	0	0	null	1	16	0	0	0	0	3	1	0	0	1	1	0	0	0	2	1	0	1	0	1	1	1	0	0	0	0	0	none	0	none	0	0	0	266	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	10	1	0
BladeFragment3	125	18	18	0	25	0	0	0	0	0	0	1	1	1	Expansion\bladefury_C	7	32	0	0	0	0	3	1	0	0	1	1	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	none	0	none	0	0	0	266	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	10	1	0
ShockWave	126	20	20	0	14	0	0	0	255	255	255	0	0	0	expansion\shockwave	7	8	0	0	0	0	3	0	0	1	1	1	0	1	4	1	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	0	1	243	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	64	8	0
LightningTalons	127	30	30	0	25	0	4	0	255	255	255	0	0	0	null	1	16	0	0	0	0	3	0	0	1	1	1	0	0	0	2	1	0	0	0	1	1	1	0	1	0	1	0	none	0	none	0	1	1	232	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	64	1	0
LightningTalonsTrail	128	0	0	0	12	0	3	1	255	255	255	0	0	1	LightningStrike	8	16	0	1	0	7	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	4	Rand Light Radius Add	0	none	0	1	1	232	8	0	0	0	0	0	0	ltng	2	5	2	2	2	0	0	0	0	64	32	0
PhoenixTrail	129	0	0	0	90	25	5	1	255	178	64	0	0	1	groundFireBig	37	16	0	1	12	36	3	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	4	Rand Light Radius Add	0	none	0	1	1	242	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	1	0
RabiesPlague	130	0	0	0	10	5	0	0	0	0	0	1	0	0	null	2	16	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
RabiesContagion	131	5	5	0	20	0	0	0	0	0	0	0	2	0	null	1	16	0	0	0	0	3	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	238	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
Wake of Destruction maker	132	10	10	0	25	2	8	0	255	178	64	0	0	1	groundFireSmall	2	16	0	1	1	2	8	0	0	1	1	1	1	1	4	2	0	0	0	0	1	0	1	0	1	0	1	0	none	0	none	0	0	0	262	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	1	0
Wake of Destruction	133	8	8	0	20	0	5	1	255	178	64	0	0	1	groundFireSmall	37	16	0	1	12	36	3	0	0	1	1	1	1	1	4	1	0	0	0	0	1	0	1	0	1	0	1	4	Rand Light Radius Add	0	none	0	0	0	262	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	32	1	0
DeathSentryExplode	134	0	0	0	24	0	0	0	0	0	0	0	0	0	Expansion\dethsentry02	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	1	0
TigerFury	135	12	12	0	128	0	3	0	255	255	255	1	0	1	BoneSpirit	8	16	0	0	0	0	3	1	0	1	1	1	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	none	0	none	0	0	0	280	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	8	0
