skill	Id	charclass	ClassReq	Monster	Enhanceable	AttackRank	itemclass1	itemclass2	itemclass3	itemclass4	itemclass5	itemclass6	anim	monanim	seqnum	isaura	Durability	Shiver	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchMonsterNear	SelectDead	SearchOpenXY	TargetPet	TargetAlly	ItemEffect	range	AttackNoMana	reqlevel	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	State1	State2	State3	Delay	SkillPage	SkillRow	SkillColumn	IconCel	leftskl	manashift	mana	lvlmana	Interrupt	InTown	Periodic	Finishing	Passive	Param1	Param1 Description	Param2	Param2 Description	Param3	Param3 Description	Param4	Param4 Description	Param5	Param5 Description	Param6	Param6 Description	effect	leveleffect	InGame	Done	Open	Beta	What's left? - code	What's Left - art	ToHit	LevToHit	HitShift	SrcDam	MinDam	MaxDam	LevDam1	LevDam2	LevDam3	EType	EMin	EMax	ELev1	ELev2	ELev3	ELen	ELevLen1	ELevLen2	ELevLen3	caster state	cost mult	cost add
Lightning Sentry	271	ass	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	sk2	sk2	0	0	0	1	1	4	0	0	0	0	0	0	0	0	range	0	24	0	0	0	0	Charged Bolt Sentry			0	0	0	0	1	5	1	12	1	8	20	0	1	0	0	0	0	10	Shots fired	0	?	0	?	0	?	0	?	0	?	a trap that shoots lightning at passing enemies	?	1	0	0	1	?	"generator, missile"	0	0	8	0	0	0	0	0	0	ltng	10	20	5	7	10	0	0	0	0		768	32000
Inferno Sentry	272	ass	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	sk2	sk2	0	0	0	1	1	4	0	0	0	0	0	0	0	0	range	0	24	0	0	0	0	Wake of Fire Sentry			0	0	0	0	1	5	2	14	1	8	20	0	1	0	0	0	0	10	Shots fired	0	?	0	?	0	?	0	?	0	?	sprays inferno at passing targets	?	1	0	0	1	?	missile	0	0	4	0	0	0	0	0	0	fire	20	50	18	22	28	0	0	0	0		768	32000
Mind Blast	273	ass	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	cast	0	0	0	1	1	0	0	1	0	0	0	0	0	0	range	0	24	0	0	0	0	Cloak of Shadows			0	0	0	0	2	5	3	34	1	8	15	0	1	0	0	0	0	50	length of stun	5	additional lengh of stun	150	conversion length min	100	conversion length random range	15	chance for conversion	40	max chance for conversion	instant blast at the taret spot.  The longer it is charged up the more powerful the blast.	?	1	0	0	1	?	"target explosion, player overlay"	0	0	8	0	10	20	2	5	8		0	0	0	0	0	0	0	0	0		768	32000
Blades of Ice	274	ass	0	0	1	0	hth	ht1	ht2	xxx	xxx	xxx	seq	seq	16	0	0	1	1	0	1	1	0	0	0	0	0	0	h2h	1	24	0	0	0	0	Claws of Thunder			0	0	0	0	3	5	1	52	0	8	3	0	1	0	0	0	0	5	Second level radius	6	Third level radius	0	?	0	?	0	?	0	?	Chance of blocking with a HTH armed left hand	?	1	0	0	1	?	player anim	70	10	8	8	0	0	0	0	0	cold	15	35	8	10	20	100	10	10	10		768	32000
Dragon Flight	275	ass	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	21	0	0	1	0	0	0	0	1	0	0	0	0	0	range	1	24	0	0	0	0	Dragon Tail			0	0	0	50	3	5	3	54	0	8	15	0	1	0	0	0	0	100	% Damage bonus	25	% damage per level	0	?	0	?	0	?	0	?	summersaults through the air and lands to do kick damage	?	1	0	0	1	?	sequence	100	20	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		768	32000
Death Sentry	276	ass	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	sk2	sk2	0	0	0	1	1	4	0	0	0	0	0	0	0	0	range	0	30	0	0	0	0	Lightning Sentry			0	0	0	0	1	6	1	16	1	8	20	0	1	0	0	0	0	5	Shots fired	0	?	0	?	0	?	0	?	0	?	zaps corpses with a corpse explode	?	1	0	0	1	?	"missile, missile fire clouds"	0	0	8	0	0	0	0	0	0	ltng	20	30	4	5	8	0	0	0	0		896	64000
Blade Shield	277	ass	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	cast	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	30	0	0	0	0	Blade Fury			0	0	0	0	1	6	3	18	1	8	27	2	1	1	0	0	0	500	duration	100	duration per level	25	frame delay between attacks	5	radius to attack in	0	?	0	?	an armor of blades that slice at enemies that get too close.	?	1	0	0	1	?	?	0	0	8	0	1	30	5	6	7		0	0	0	0	0	0	0	0	0		896	64000
Venom	278	ass	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	cast	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	30	0	0	0	0	Fade			0	0	0	0	2	6	1	28	1	8	12	0	1	1	0	0	0	3000	duration	100	duration per level	0	?	0	?	0	?	0	?	unknown	?	1	0	0	1	?	player overlay	0	0	4	0	0	0	0	0	0	pois	12	25	4	6	8	50	0	0	0		896	64000
Shadow Master	279	ass	0	0	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	cast	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	30	0	0	0	0	Shadow Warrior			0	0	0	0	2	6	2	32	1	8	40	0	1	0	0	0	0	15	Pluse % HP per level	15	Plus % To Hit per level	5	Min % resist all	80	Max % resist all	0	?	3	item quality per level	?	?	1	0	0	1	?	"cloud, sound"	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0		896	64000
Royal Strike	280	ass	0	0	1	0	!bw	xxx	xxx	xxx	xxx	xxx	attack	a2	0	0	0	1	1	0	0	1	0	0	0	0	0	0	h2h	1	30	0	0	0	0	Cobra Strike	Blades of Ice		0	0	0	0	3	6	2	56	0	8	4	0	1	0	0	0	0	8	radius of jump to next target	6	radius of meteor explosion	30	Frames of fire	15	Frames of fire per level	16	chaos ice bolts	0	?	Hit the target HTH to leech some of it's life into yours	?	1	0	0	1	?	target cursor	70	15	8	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0		896	64000
Wake Of Destruction Sentry	281		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	6	Number of missiles	2	Number of missiles per level	0	?	2	Min Range	0	?	0	?	Monster created by Drop Spike Generator uses this skill	"more spikes, lasts longer"	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Imp Inferno	282		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	cast	6	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	30	base ranged (doubled)	3	level range (doubled)	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	4	0	0	0	0	0	0	fire	12	25	10	10	10	0	0	0	0			0
Imp Fireball	283		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	"fires fireballs and it will explode, okay…I don’t really care"	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Baal Taunt	284		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	45	Delay in poison clouds	3	Delay in lightning 	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Baal Corpse Explode	285		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	1	% of base monster HP min damage	1	% of base monster HP max damage	6	radius (half squares) for damage	1	additional radius/level (half squares) for damage	40	Radius of search for corpses	0	?	targeted corpse explodes doing damage to all in radius and destroying remains	bigger radius	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Baal Monster Spawn	286		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Catapult Charged Ball	287		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	4	Charged bolts per level	0	?	0	?	0	?	0	?	0	?	Launches a lightning ball that creates charged bolts	More bolts	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Catapult Spike Ball	288		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	20	Spikes to launch	5	Spikes per level	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Suck Blood	289		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	25	Percent life to boss	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	1	3	0	0	0		0	0	0	0	0	0	0	0	0			0
Cry Help	290		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	100	Time for minions to attack target	20	Time per level	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Healing Vortex	291		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	10	20	5	5	5		0	0	0	0	0	0	0	0	0			0
Teleport 2	292		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Self-resurrect	293		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Vine Attack	294		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	4	Vines launched	1	vines per level	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Overseer Whip	295		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	65	Chance Bloodlust	250	Bloodlust duration	80	Velocity change	80	Speed change	50	Armor change	100	Damage change	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Barbs Aura	296		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	1	0	0	30	Radius	0	radius per level	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Wolverine Aura	297		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	1	0	0	30	Radius	0	radius per level	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Oak Sage Aura	298		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	a1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	1	0	0	30	Radius	0	radius per level	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Imp Fire Missile	299		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	a1	a1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	1	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Impregnate	300		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	sk1	sk1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Siege Beast Stomp	301		0	0	0	0	xxx	xxx	xxx	xxx	xxx	xxx	a2	a2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	8	screen shake magnitude	5	screen shake bulid	20	screen shake duration	15	screen shake fade	25	radius of effect	0	?	Siege beast stomps and hurts stuff	no levels	1	0	0	0	?	?	0	0	8	0	20	60	10	10	10		0	0	0	0	0	0	0	0	0			0
MinionSpawner	302		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	a1	a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	1	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
CatapultBlizzard	303		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	a1	a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	1	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
CatapultPlague	304		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	a1	a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	1	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
CatapultMeteor	305		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	a1	a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	5	radius of explosion	0	?	0	?	0	?	0	?	0	?	?	?	0	0	1	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
BoltSentry	306		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	Refer to skill Charged Bolt Sentry	0	?	0	?	0	?	0	?	0	?	?	?	1	1	0	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
CorpseCycler	307		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	sk1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
DeathMaul	308		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	a1	seq	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	1	0	1	?	?	0	0	8	0	10	20	4	4	4		0	0	0	0	0	0	0	0	0			0
Defense Curse	309		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	sk2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	3	radius	1	radius per level	200	duration	75	additional duration/level	-50	% defense change	-5	%defense per level	?	?	1	1	0	1	?	?	0	0	8	0	10	20	4	4	4		0	0	0	0	0	0	0	0	0			0
Blood Mana	310		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	sk2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	3	radius	1	radius per level	200	duration	75	additional duration/level	40	Max hitpoints to remove curse	0	?	?	?	1	1	0	1	?	?	0	0	8	0	10	20	4	4	4		0	0	0	0	0	0	0	0	0			0
inferno sentry	311		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	40	range times two	0	0	0	0	0	0	0	0	0	?	?	?	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
death sentry	312		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	1	0	0	0	0	0	1	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	40	% of base monster HP min damage	80	% of base monster HP max damage	10	radius (half squares)	1	additional radius/level (half squares)	0	0	0	?	?	?	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
sentry lightning	313		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	1	0	0	0	0	0	0	0	0	0	1	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	10	minimum damage	20	max damage	4	increase in dam/level (min & max)	0	?	0	?	0	?	?	?	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
fenris rage	314		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	a1	a1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	1	?	?	0	0	8	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Baal Tentacle	315		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	sk2	sk2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0
Baal Nova	316		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	sk3	sk3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	fire	50	75	16	16	16	0	0	0	0			0
Baal Inferno	317		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	1	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	75	base ranged (doubled)	5	level range (doubled)	1	Bolts to send out	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	mag	64	96	64	64	64	0	0	0	0			0
Baal Cold Missiles	318		1	1	1	0	xxx	xxx	xxx	xxx	xxx	xxx	a1	a1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	cold	20	40	6	8	11	200	50	50	50	STATE_NONE		0
