Class	namco	Type	Descriptor	BaseId	PopulateId	Spawned	Beta	Code	ClientOnly	NoMap	SizeX	SizeY	Height	NoOverlays	OverlayHeight	Velocity	Run	CanStealFrom	ColdEffect	Rarity	Level	Level(N)	Level(H)	MeleeRng	MinGrp	MaxGrp	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	SpawnComponents	BaseW	AIParam1	Comment	AIParam2	Comment	AIParam3	Comment	AIParam4	Comment	AIParam5	Comment	ModeDH	ModeN	ModeW	ModeGH	ModeA1	ModeA2	ModeB	ModeC	ModeS1	ModeS2	ModeS3	ModeS4	ModeDD	ModeKB	ModeSQ	ModeRN	ElMode	ElType	ElOver	ElPct	ElMinD	ElMaxD	ElDur	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	A1Move	A2Move	S1Move	S2Move	S3Move	S4Move	Cmove	Align	IsMelee	IsSel	IsSel2	NeverSel	CorpseSel	IsAtt	IsNPC	IsCritter	InTown	Bleed	Shadow	Light	NoUniqueShift	CompositeDeath	Skill1	Skill1Seq	Skill1Lvl	Skill2	Skill2Seq	Skill2Lvl	Skill3	Skill3Seq	Skill3Lvl	Skill4	Skill4Seq	Skill4Lvl	Skill5	Skill5Seq	Skill5Lvl	LightR	LightG	LightB	DamageResist	MagicResist	FireResist	LightResist	ColdResist	PoisonResist	DamageResist(N)	MagicResist(N)	FireResist(N)	LightResist(N)	ColdResist(N)	PoisonResist(N)	DamageResist(H)	MagicResist(H)	FireResist(H)	LightResist(H)	ColdResist(H)	PoisonResist(H)	DamageRegen	eLUndead	eHUndead	eDemon	eMagicUsing	eLarge	eSmall	eFlying	eOpenDoors	eSpawnCol	eBoss	PixHeight	Interact	MinHP	MaxHP	AC	Exp	ToBlock	A1MinD	A1MaxD	A1ToHit	A2MinD	A2MaxD	A2ToHit	S1MinD	S1MaxD	S1ToHit	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1ToHit(N)	A2MinD(N)	A2MaxD(N)	A2ToHit(N)	S1MinD(N)	S1MaxD(N)	S1ToHit(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1ToHit(H)	A2MinD(H)	A2MaxD(H)	A2ToHit(H)	S1MinD(H)	S1MaxD(H)	S1ToHit(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	SpawnPctBonus	Soft	Heart	BodyPart	Killable	Switch	Restore	NeverCount	HitClass	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	DeadCollision	UnflatDead	BloodLocal	DeathDamage	PetIgnore	NoGfxHitTest	HitTestTop	HitTestLeft	HitTestWidth	HitTestHeight	GenericSpawn	AutomapCel	SparsePopulate	Zoo	ObjectCollision	Inert
SandMaggotQueen	SandMaggotQueen	SandMaggotQueen		114	284	0	0	MQ	0	0	3	3	3	0	1	4	4	1	50	0	11	44	77	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	hth	7	spawn cnt	12	pause	0		0		0		1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	65535	70	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	161	9	1	162	10	1	163	11	1	216	41	1	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	100	2	0	0	0	0	1	0	0	0	0	0	48	0	38	62	55	173	12	7	14	21	0	0	29	0	0	0	461	749	240	2263	25	53	123	0	0	166	0	0	0	1402	2281	451	16535	57	122	286	0	0	386	0	0	0	Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A		0	1	xxx	xxx	1	1	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RockWormQueen	RockWormQueen	SandMaggotQueen		114	285	0	0	MQ	0	0	3	3	3	0	1	4	4	1	50	0	14	47	80	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	hth	8		10		0		0		0		1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	65535	71	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	161	9	1	162	10	1	163	11	1	216	41	1	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	100	2	0	0	0	0	1	0	0	0	0	0	48	0	48	78	70	226	15	8	18	27	0	0	36	0	0	0	492	800	256	2773	27	57	131	0	0	178	0	0	0	1457	2369	469	19694	59	126	297	0	0	401	0	0	0	Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A		0	1	xxx	xxx	1	1	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DevourerQueen	DevourerQueen	SandMaggotQueen		114	286	0	0	MQ	0	0	3	3	3	0	1	4	4	1	50	0	17	50	83	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	hth	9		8		0		0		0		1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	65535	72	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	161	9	1	162	10	1	163	11	1	216	41	1	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	100	2	0	0	0	0	1	0	0	0	0	0	48	0	57	93	85	300	17	10	21	32	0	0	44	0	0	0	523	851	272	3397	28	60	140	0	0	189	0	0	0	1511	2458	487	23456	61	131	308	0	0	416	0	0	0	Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GiantLampreyQueen	GiantLampreyQueen	SandMaggotQueen		114	287	0	0	MQ	0	0	3	3	3	0	1	4	4	1	50	0	21	54	87	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	hth	10		6		0		0		0		1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	65535	73	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	161	9	1	162	10	1	163	11	1	216	41	1	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	100	2	0	0	0	0	1	0	0	0	0	0	48	0	70	113	106	439	21	12	26	40	0	0	54	0	0	0	564	918	294	4453	30	65	151	0	0	204	0	0	0	1584	2576	510	29612	64	137	323	0	0	436	0	0	0	Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A		0	1	xxx	xxx	1	1	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WorldKillerQueen	WorldKillerQueen	SandMaggotQueen		114	288	0	0	MQ	0	0	3	3	3	0	1	4	4	1	50	0	29	62	90	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	hth	11		4		0		0		0		1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	65535	74	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	161	9	1	162	10	1	163	11	1	216	41	1	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	100	2	0	0	0	0	1	0	0	0	0	0	48	0	94	154	146	942	29	16	34	55	0	0	74	0	0	0	647	1053	338	7650	35	74	173	0	0	234	0	0	0	1638	2665	528	35269	66	142	334	0	0	451	0	0	0	Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A		0	1	xxx	xxx	1	1	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ClayGolem	ClayGolem	Golem		115	289	0	1	G1	0	0	2	2	3	0	2	7	11	1	50	0	4	4	4	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	85		0		0		0		0		1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	96	0	100	100	20	0	21	2	5	40	4	7	40	0	0	0	175	175	22	0	2	6	66	5	10	66	0	0	0	275	275	23	0	3	7	92	6	11	92	0	0	0													0	1	xxx	xxx	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BloodGolem	BloodGolem	Golem		116	290	0	0	G2	0	0	2	2	3	0	2	8	11	1	50	0	18	18	18	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	90		0		0		0		0		1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	50	0	0	0	0	0	50	0	0	0	0	0	50	0	0	0	0	0	0	0	0	1	0	0	96	0	201	201	90	0	31	6	16	60	12	24	60	0	0	0	388	388	98	0	9	23	104	17	35	104	0	0	0	637	637	106	0	10	27	148	20	41	148	0	0	0													0	1	xxx	xxx	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IronGolem	IronGolem	Golem		117	291	0	0	G4	0	0	2	2	3	0	2	8	11	1	50	0	22	22	22	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	90		0		0		0		0		1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	96	0	306	306	111	0	41	7	19	80	15	29	80	0	0	0	595	595	120	0	11	30	138	23	45	138	0	0	0	980	980	129	0	12	33	197	25	49	197	0	0	0													0	1	xxx	xxx	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FireGolem	FireGolem	Golem		118	292	0	0	G3	0	0	2	2	3	0	2	9	11	1	50	0	32	32	32	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	90		0		0		0		0		1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	4	1	32	80	5	10	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	96	0	313	313	161	0	61	10	27	120	21	41	120	0	0	0	613	613	174	0	15	39	209	30	60	209	0	0	0	1013	1013	188	0	18	47	298	35	71	298	0	0	0													0	1	xxx	xxx	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	Familiar	Familiar		119	293	0	0	FI	0	0	2	2	2	0	2	12	6	1	50	0	1	34	67	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	90		0		0		0		0		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	6	8	5	21	1	0	0	0	0	0	0	0	0	0	292	387	185	608	0	0	0	0	0	0	0	0	0	1000	1324	393	4877	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	Act3Male	NPC		120	294	1	0	N4	0	0	2	2	0	0	2	3	2	1	50	0	99	70	90	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	8	0	hth	0		0		0		0		0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	4	4	497	0	1	0	0	0	0	0	0	0	0	0	9	9	381	0	0	0	0	0	0	0	0	0	0	20	20	528	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NightMarauder	NightMarauder	SpiritBaboon		121	295	1	0	BB	0	0	3	3	3	0	2	10	16	1	50	0	24	57	90	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	80		50		5		0		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	4	4	33	85	5	11	25	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	96	0	53	75	121	422	24	8	24	45	0	0	0	0	0	0	402	567	310	3931	19	56	159	0	0	0	0	0	0	1105	1559	528	25417	39	117	334	0	0	0	0	0	0	Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dummy	Act3Female	NPC		122	296	0	0	N3	0	0	2	2	0	0	2	3	2	1	50	0	99	70	90	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	5	0	hth	0		0		0		0		0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	4	4	497	0	1	0	0	0	0	0	0	0	0	0	9	9	381	0	0	0	0	0	0	0	0	0	0	20	20	528	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Natalya	Natalya	Natalya		123	297	0	0	TZ	0	0	2	2	0	0	2	2	2	1	50	0	99	70	90	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	31	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	80	1	4	4	497	0	1	0	0	0	0	0	0	0	0	0	9	9	381	0	0	0	0	0	0	0	0	0	0	20	20	528	0	0	0	0	0	0	0	0	0	0													0	1	xxx	xxx	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FleshSpawner	FleshSpawner	Vile Mother		124	298	1	0	VM	0	0	3	3	3	0	2	7	7	1	50	0	24	57	90	1	1	2	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	7	0	hth	0		0		0		0		0		1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	167	39	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	100	0	2	0	0	1	0	1	0	0	1	0	0	96	0	114	147	90	622	24	13	29	45	0	0	0	0	0	0	861	1112	232	5800	32	69	159	0	0	0	0	0	0	2369	3059	394	37504	66	142	334	0	0	0	0	0	0	Act 4 Cast A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) Cast A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
StygianHag	StygianHag	Vile Mother		124	299	1	0	VM	0	0	3	3	3	0	2	7	7	1	50	0	27	60	90	1	1	3	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	7	0	hth	0		0		0		0		0		1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	167	39	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	25	0	0	0	0	0	50	0	50	0	0	0	100	0	2	0	0	1	0	1	0	0	1	0	0	96	0	128	165	101	828	27	15	32	51	0	0	0	0	0	0	906	1170	244	7106	34	72	167	0	0	0	0	0	0	2369	3059	394	37504	66	142	334	0	0	0	0	0	0	Act 4 Cast A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) Cast A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Grotesque	Grotesque	Vile Mother		124	300	1	0	VM	0	0	3	3	3	0	2	7	7	1	50	0	30	63	90	1	2	3	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	7	0	hth	0		0		0		0		0		1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	167	39	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	40	0	0	0	0	0	70	0	50	0	0	0	100	0	2	0	0	1	0	1	0	0	1	0	0	96	0	141	182	113	1102	29	17	36	56	0	0	0	0	0	0	951	1228	256	8705	35	76	176	0	0	0	0	0	0	2369	3059	394	37504	66	142	334	0	0	0	0	0	0	Act 4 Cast B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) Cast B	Act 4 (N) Champ B	Act 4 (N) Unique B		Act 4 (H) Cast B	Act 4 (H) Champ B	Act 4 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
FleshBeast	FleshBeast	Vile Dog		125	301	1	0	VC	0	0	2	2	1	0	1	8	10	1	50	0	24	57	90	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	100	0	2	0	0	1	0	0	1	0	0	0	0	48	0	28	42	121	330	38	7	12	74	0	0	0	0	0	0	208	316	310	3073	17	28	258	0	0	0	0	0	0	572	868	528	19870	34	57	542	0	0	0	0	0	0	Act 4 Cast A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) Cast A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
StygianDog	StygianDog	Vile Dog		125	302	1	0	VC	0	0	2	2	1	0	1	9	11	1	50	0	27	60	90	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	25	0	0	0	0	0	50	0	50	0	0	0	100	0	2	0	0	1	0	0	1	0	0	0	0	48	0	31	47	136	439	43	8	13	83	0	0	0	0	0	0	219	332	327	3765	17	29	272	0	0	0	0	0	0	572	868	528	19870	34	57	542	0	0	0	0	0	0	Act 4 Cast A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) Cast A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
GrotesqueWyrm	GrotesqueWyrm	Vile Dog		125	303	1	0	VC	0	0	2	2	1	0	1	10	12	1	50	0	30	63	90	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	40	0	0	0	0	0	70	0	50	0	0	0	100	0	2	0	0	1	0	0	1	0	0	0	0	48	0	34	52	151	584	47	9	14	92	0	0	0	0	0	0	230	349	343	4612	18	30	285	0	0	0	0	0	0	572	868	528	19870	34	57	542	0	0	0	0	0	0	Act 4 Cast A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) Cast A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
Groper	Groper	Finger Mage	homing missiles	126	304	1	0	FR	0	0	3	3	3	0	3	10	16	1	50	0	24	57	90	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	hth	40	att pct	40	spider pct	50	heal target	30	hprun pct	0		1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	7	0	0	196	0	3	0	0	0	0	0	0	0	0	0	0	0	0	255	90	0	0	0	40	40	0	0	0	0	50	50	0	0	50	0	0	100	0	0	2	1	0	0	0	1	0	1	1	0	0	96	0	76	105	121	482	24	8	19	45	0	0	0	0	0	0	574	789	310	4494	19	44	159	0	0	0	0	0	0	1579	2171	528	29060	39	92	334	0	0	0	0	0	0	Act 4 Wraith A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) Wraith A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) Wraith A	Act 4 (H) Champ A	Act 4 (H) Unique A		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Strangler	Strangler	Finger Mage	homing missiles	126	305	1	0	FR	0	0	3	3	3	0	3	10	16	1	50	0	27	60	90	0	1	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	hth	60		60		60		40		0		1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	7	0	0	196	0	4	0	0	0	0	0	0	0	0	0	0	0	0	255	228	132	0	0	50	50	0	0	0	0	60	60	0	0	50	0	0	100	0	0	2	1	0	0	0	1	0	1	1	0	0	96	0	85	117	136	641	27	9	21	51	0	0	0	0	0	0	604	831	327	5506	20	47	167	0	0	0	0	0	0	1579	2171	528	29060	39	92	334	0	0	0	0	0	0	Act 4 Wraith B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) Wraith B	Act 4 (N) Champ B	Act 4 (N) Unique B		Act 4 (H) Wraith B	Act 4 (H) Champ B	Act 4 (H) Unique B		0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
